"","gene","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20","PC21","PC22","PC23","PC24","PC25","PC26","PC27","PC28","PC29","PC30","PC31","PC32","PC33","PC34","PC35","PC36","PC37","PC38","PC39","PC40","PC41","PC42","PC43"
"29","ZNF91",0.0701908409826753,-0.16137714027023,-0.0337553217578995,0.264267347697324,-0.0289538973457227,-0.0613792600225934,0.0760217058134561,-0.00461043637931526,0.241196949552219,0.0438260714186592,-0.00527649076401353,0.0405966964564495,0.220745520832853,-0.00321116535199373,-0.116756297636514,-0.1177899568832,0.169000405642962,-0.0410005503129459,-0.477227136405583,0.225535175605272,-0.197970134921079,-0.0684459777632454,-0.267255216634866,-0.149099923875599,0.0209880719718391,-0.0582605510202808,0.0401497688480723,-0.340439145657167,-0.0596322081191262,-0.0552826911944768,-0.0961608950926461,0.161906791172297,0.122235372918509,-0.069966001157442,-0.192425438041195,0.0500522765825038,-0.157413288433231,-0.021715235311774,-0.078109379025068,0.191240808132761,0.096428655722879,0.0220528045230303,-0.0523931021206681
"30","DDX58",0.205050288473771,0.0471446955747842,-0.0162634325546127,0.109555179075669,-0.136141730985396,0.0869069269413425,-0.0902408386637621,-0.0575627705334941,0.139669674832919,0.0617448113262497,0.113425863433136,0.0486857923403389,0.0276099621171711,0.252364719663539,0.0576642897477019,-0.352367190370415,0.0752592447419757,0.297750128108811,0.25100995100545,0.0152158119666735,-0.107097267775232,0.168259648677587,-0.00807067471807795,-0.24288695619755,-0.088549921827919,0.0636764812078359,-0.11221500788712,0.0222635124897131,-0.0460426177370163,0.0274231069897752,-0.00386405705967208,-0.114390882785546,-0.338823565456173,-0.23966514758544,-0.265878086553071,0.019965281156743,0.200869812391487,0.0906803333322297,-0.194787215423022,-0.0931241032553868,0.00345124951054592,0.19882914574609,-0.00357590257844196
"31","RPL4",0.0567142811228824,-0.244004464791516,-0.0107478030495691,0.0592724817212478,0.0507386678948791,0.146215208827392,-0.0351976859743223,0.0701981540966327,0.201562529245637,-0.175138311964161,0.156863520668021,0.0320650501942317,-0.201568765103076,0.0849431145761161,-0.105093566131235,0.0732337896423942,-0.061396981512477,-0.153598114506556,-0.0579844401301517,-0.184298998758054,0.307771387060708,0.0831537108664973,-0.121132634226867,0.0345746218071166,-0.185043508083287,-0.0110810276153094,0.0693590100810667,0.159518114933313,0.0360941706917304,0.192502703493516,0.0477762163892877,0.234066014106158,-0.0257943845010489,-0.21847349139209,0.118013010746035,-0.0997335665096175,0.103155824482946,-0.0883439098110646,-0.455951114274783,0.13852833909482,0.18587909766724,-0.21842984037732,-0.00132248173396068
"32","RPS17",0.042125326828,-0.255573194448115,-0.010803364756378,-0.0384050733873692,0.0264161517292166,0.211165558144937,-0.00728816351522722,0.155322670645669,-0.0897899446751257,0.378519938358547,0.188805304809703,-0.210639905813071,0.490222823313802,-0.00896011606678744,0.148618085044585,-0.00362975126474538,-0.343775904652838,-0.215767111014446,0.204418191445355,0.0196370932106304,-0.0659262553072409,0.050450625828341,0.0163225610494558,-0.128288949370871,0.0443029107432541,-0.149839235992571,-0.0338232980197773,0.0334845321288642,-0.117021881655306,0.215357600884493,-0.128200538126487,0.00483050670091324,0.083015208591676,-0.0047332147099839,0.0212401769934503,0.0733065267401793,-0.0274137094724594,-0.122472020821429,-0.0209762250278213,-0.0247211363769306,0.0289094702571031,-0.0569113251806138,-0.0253161643083275
"33","RPL13A",0.0263494898933017,-0.320632405002839,0.00247518366883511,-0.267536672680755,-0.0998311367793282,-0.0131712810996468,-0.194126832217275,-0.0452019701714514,-0.166476445440127,0.0206432253112903,-0.057875794849947,-0.111268462464733,-0.190455447619352,0.223163524078229,0.0830763368614774,0.159421404726982,0.085327237366516,0.0228369769942172,0.154035586568721,-0.068298253462327,-0.375570222680942,-0.12547717609972,-0.211364317370315,0.0285078408169043,0.00294125922304672,-0.208502081040853,0.10567223119178,-0.0159056610206588,-0.0249053143321465,-0.126152850279681,0.262078139361095,0.11160721091419,0.107680623325744,-0.19712477476187,-0.0709165016238804,0.0544754081229403,0.197902976671377,0.0763880026730612,0.171841854407557,0.290082714120832,0.066117034527222,0.00355592183861871,-0.0147897947591632
"34","RPL15",0.0448151737708782,-0.247532343107903,-0.0135860675083949,-0.0483180806832619,-0.0195032432086455,0.0368527403800488,0.144161352635732,-0.0549852244339526,-0.109890785055397,-0.0128961293313939,-0.213800955572548,-0.0450679700616268,0.00226692305128961,0.00239472846046965,-0.264225734287997,0.0139869410379226,0.204700524567319,-0.0197360987509427,-0.0624781127651838,-0.137433689277308,0.0763360311131379,0.287478368139158,0.0561699697079894,0.0889611876213086,-0.0218804919364345,-0.209324559848982,0.0971096164063401,-0.106675273946073,0.118530057111785,0.079699284888368,-0.0894626449178671,-0.285038681121998,0.193554416349332,-0.209608252602407,-0.250349834679352,-0.0147231939785849,0.112635339611098,-0.149212975162348,0.124754437347131,-0.465453233499207,0.127665295583371,-0.104929677299162,-0.0225348374687669
"35","IFITM1",0.18020500275811,-0.0314005437949125,0.0519281765985981,-0.257479313136835,-0.168434635390621,-0.391731234972453,0.0744223726153345,0.1008963866886,-0.204086364258272,-0.266883061291209,0.226694011600129,0.277330208435538,0.218412013404211,0.204310134606006,-0.146101667912838,-0.136703238015423,0.114688929551667,0.089163146263237,0.027838844678442,0.0359446951395323,-0.0742117494160662,-0.189741838029637,0.00875546990842487,-0.0221535683467174,0.0484017076705219,-0.0721656100626753,0.0613394025818835,0.261752175458728,0.0866102710581667,0.217099543844233,-0.205285070663605,-0.0405547753581784,0.184445616892105,0.0796767932365743,0.0686521712384866,0.012710707638275,-0.0705878461539198,-0.128853227808443,-0.120231604151112,0.0391369314304629,-0.0083921962619567,0.0499330502179579,0.021694308972716
"36","MX1",0.196502576539632,-0.0261019687580662,-0.0210365507819507,0.0437220582287447,-0.202758101097225,-0.119877728464432,0.053233356422668,-0.0746863451890596,-0.105034497390051,0.127224601461479,-0.107747836110965,0.0383561321751226,0.0177605715544814,-0.0400719097541794,0.117027449793877,0.118683235584245,-0.163126603082097,0.0906959842968321,-0.0835368502805059,0.00582847862223518,0.0593178066827068,-0.0236414251886471,-0.14640795449028,0.0308730833021566,0.151993758226573,0.0486466290679102,0.0506437733344836,-0.175672338196154,0.185305297191644,-0.201622085539311,-0.033275518213308,0.108056741976834,-0.140438900554571,-0.222044056328112,0.264782984563322,-0.0647797649841109,0.206283074264438,-0.49614136110582,-0.121469151988682,-0.0955720704694968,-0.383945326061302,0.0673453743391374,0.0399327967790882
"37","SH3BGRL",0.0828351827137522,-0.170231511598203,0.0339164818680427,0.148362510387336,0.0523609060648876,-0.0355864061971851,0.0746911440877322,0.173284009090614,0.174056699695826,-0.00398742773890221,0.146508624990925,-0.141538528471967,0.0842518842754707,-0.187624244777182,-0.163657816062681,0.0361332167579328,0.285344448001266,-0.195050974143408,0.194423772828361,0.0774272220954459,-0.0974831720264361,0.0898715473334101,0.251378620756267,-0.138464385399601,0.204537105734442,0.129079309144876,0.112010269934718,0.324186816313372,0.343810299466542,-0.339837412446082,0.208109127863679,0.0237929848634828,-0.0462659307677586,-0.0695691197649076,-0.0379422447322649,0.0353887982893323,-0.0969962424470718,-0.0958018645127765,0.0312021822357092,0.0843560859171968,-0.0524159881319506,0.0418846431427331,0.0376462066402157
"38","TNFSF10",0.15500082206199,-0.0289848198725186,0.07137789127259,-0.0485905973893953,-0.10080216577383,0.156585080107493,-0.299372631162006,-0.0308117956178344,0.101529082828509,0.107239284727591,0.115511946600523,-0.313020589566195,0.0814440465302969,0.0392081710347056,-0.148618495845919,0.262610568401138,0.201105023019438,0.284577814513712,-0.0997720777074877,0.229853940184903,-0.122934081165565,0.0884071878454072,-0.168353740415275,0.163131796820289,-0.0377994561531907,0.253558682505988,0.161118368550519,0.111015932207017,0.0131618304969382,0.109484581196348,-0.0696532526119562,0.0178303144555123,0.0856974136938168,0.21617628934612,0.22791731601644,-0.139011451472102,0.0314539628170149,0.148897243544032,-0.0786718311992249,-0.25985667334596,-0.037376840045694,0.0123152099433374,-0.0535476353991912
"39","IFI44",0.170986648621811,0.0371524701991391,-0.0518678620562016,0.168411214011035,-0.102963234813709,0.203414960128895,-0.0782614396318434,0.0470231700850899,0.0215701203246428,0.247432638926575,0.102070445395977,0.312770307017883,0.160046673080184,0.0797709047633255,-0.00990784016609918,0.174217873881639,0.0845159145210667,-0.00976829446759751,-0.187631503593112,-0.377683386385097,0.0440135974592898,-0.272129149103138,-0.159326802802728,0.154233936377085,-0.181498881876279,-0.180600065921741,-0.065695147398582,0.209113427488206,0.166175130024829,-0.209592205709288,0.021920569894838,-0.163652400405346,-0.200409954756319,0.123445808862078,0.00217824040257909,0.175807920700064,-0.062107872400897,0.0664038383242974,0.126752404208382,-0.0761945561005277,0.0763680231915658,-0.0150654418327315,0.0219089676198549
"40","TRIM38",0.162652186156813,-0.0134332872688615,-0.123791877257048,0.0167189913404426,0.117323496417798,-0.100183839549592,0.0274541618999714,0.109903659180774,0.0766422384011673,0.0891079668270637,-0.197364804405171,-0.024645767410432,-0.0321515144136068,-0.171452190076929,-0.0875161022592417,-0.0825239642862263,-0.0894540704078408,0.0468686151357416,0.200137585171747,0.344891722972017,0.186473364167736,-0.201461571280287,-0.260529264224219,0.3027631778722,0.0600657363668071,0.151549078031262,-0.164074766076055,0.182927230594683,0.0691790396148395,-0.0210013743180429,-0.226834742572474,0.000789775856783085,-0.0137507107097658,-0.0108864507669182,-0.173846964579185,0.141025572754594,0.321588235626654,-0.0615951384858727,0.142783675503337,0.116853054282527,0.277040244431322,-0.0730878970689007,-0.0366378217973987
"41","RPL13",0.0573119167481414,-0.311836306667069,-0.00922989576604525,-0.155342063616006,-0.0567988362183474,-0.0348539960255156,-0.0122371157489377,-0.0453753876847993,0.0827663704863505,0.0119113572781116,-0.0111121593921077,0.288123875030103,-0.00350290752105943,0.00682355020329697,0.0600045825709404,0.00370400830011432,-0.380837060415817,0.0773890327307934,-0.0370322838897721,0.116590411847789,0.097237500864342,-0.0540663621942983,0.0577859371671005,-0.0344798232545816,0.172146223653691,0.0542368055357954,0.128857426138351,0.0913925342542906,-0.125371050125945,-0.408147203753728,2.25473212426344e-05,0.0176405878082471,0.0295744028245395,0.00600045683993361,-0.123856538790679,-0.416143447547318,-0.149014551467036,0.233499758076845,-0.0413903039082741,-0.234128904816549,0.165379592993669,0.0200187851596929,-0.0364115173539377
"42","SERBP1",0.0746051141137382,-0.172608465638947,0.000122002659299358,0.104490633272708,0.028701888911712,-0.0783922265512232,-0.0657349461692955,0.0470690636010104,-0.106780905167617,-0.0772118708650175,0.0196066275640463,-0.0432726326451232,0.158284824919533,0.0972605725851354,-0.332058191318618,-0.257999659250172,-0.139990779639764,0.21779456748733,0.162848974326263,-0.320989110381344,0.168734638670969,0.246241997136768,-0.137238524975173,0.180759957470442,-0.0565830105979651,0.266682992585463,-0.0633213719487187,-0.144836040177083,-0.134751269497753,-0.16306809685762,0.103091723338493,0.197533831018102,0.0866742547558007,0.0251033004095367,0.122386726971171,0.149244481868491,-0.229392563416858,0.00930662603176016,0.251178583822851,0.100003750308333,-0.0806293733903171,0.00453895060530613,-0.0251750151939281
"43","NABP1",0.139489012836047,0.0623734928029508,-0.436040879978576,-0.0933270942719879,0.300663394702183,-0.0435268803915647,-0.168115498794808,-0.474922437552273,0.130427556669358,0.192217021311014,0.00651226849404449,0.11169473351945,0.0278449813593904,0.258087610416193,-0.350723556478533,0.107181567892692,-0.0406621717248912,-0.103550126009465,0.00206715892588557,0.0835556526402184,-0.0111484519380677,0.0363154240242799,0.284238379274954,-0.0335454637156621,0.0582858368436024,-0.0674078101888469,-0.0452628303356941,-0.00947563361285491,-0.0302059925050613,0.0091968106444766,-0.0505720836539148,-0.0156125815765762,0.00394475481587913,0.00237962018279819,0.116870466352329,-0.0154533614295759,0.029988506012564,-0.072026555091287,0.0289837420908315,0.148984168141618,-0.0346825092423959,0.0157723450541061,0.0474746551372866
